Problem,NumSols,Time(ms)
exp-1-500-5-5_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,13539.347656
exp-1-500-5-5_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,15967.358398
exp-1-500-5-5_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,18213.701172
exp-1-500-5-5_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,26671.531250
exp-1-500-5-5_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,155382.046875
sp150x300d_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,480416.687500
sp150x300d_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,483803.343750
sp150x300d_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,459927.656250
sp150x300d_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,459284.781250
sp150x300d_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,453979.343750
bppc8-02_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,370.706085
bppc8-02_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,561.855530
bppc8-02_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,809.477600
bppc8-02_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1295.657593
bppc8-02_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,3099.110107
neos-1425699_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,121.802437
neos-1425699_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,333.821075
neos-1425699_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,680.779724
neos-1425699_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1130.925049
neos-1425699_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,2753.814453
23588_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,8807.844727
23588_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,19173.119141
23588_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,23813.572266
23588_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,27069.152344
23588_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,59671.179688
nexp-50-20-1-1_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,1188.230347
nexp-50-20-1-1_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,2672.841309
nexp-50-20-1-1_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,4782.303223
nexp-50-20-1-1_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,8784.889648
nexp-50-20-1-1_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,33073.234375
nexp-50-20-4-2_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,8926.103516
nexp-50-20-4-2_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,17745.207031
nexp-50-20-4-2_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,23825.224609
nexp-50-20-4-2_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,40002.625000
nexp-50-20-4-2_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,159693.546875
neos17_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,2968.580566
neos17_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,4437.178223
neos17_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,6117.649414
neos17_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,9750.485352
neos17_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,48620.769531
mtest4ma_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,21158.667969
mtest4ma_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,21312.343750
mtest4ma_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,21445.253906
mtest4ma_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,22175.882812
mtest4ma_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,23607.681641
nh97_tension_SCIP_bfs_percNO_0.070000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,7510.894043
nh97_tension_SCIP_bfs_percNO_0.070000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,9233.678711
nh97_tension_SCIP_bfs_percNO_0.070000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,12698.524414
nh97_tension_SCIP_bfs_percNO_0.070000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,17524.388672
nh97_tension_SCIP_bfs_percNO_0.070000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,50304.019531
