Problem,NumSols,Time(ms)
exp-1-500-5-5_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,11347.742188
exp-1-500-5-5_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,14098.601562
exp-1-500-5-5_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,22085.591797
exp-1-500-5-5_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,34820.136719
exp-1-500-5-5_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,256596.093750
sp150x300d_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,131638.343750
sp150x300d_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,154216.546875
sp150x300d_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,153961.937500
sp150x300d_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,154729.406250
sp150x300d_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,179345.625000
bppc8-02_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,398.930115
bppc8-02_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,640.311829
bppc8-02_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,859.912231
bppc8-02_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1041.008667
bppc8-02_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,2735.532227
neos-1425699_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,93.386551
neos-1425699_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,99.695412
neos-1425699_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,113.265549
neos-1425699_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,138.082916
neos-1425699_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,1696.378540
23588_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,7801.357910
23588_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,16669.486328
23588_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,20745.515625
23588_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,23807.638672
23588_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,52515.460938
nexp-50-20-1-1_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,623.604431
nexp-50-20-1-1_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,1935.948853
nexp-50-20-1-1_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,3379.201904
nexp-50-20-1-1_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,5606.384766
nexp-50-20-1-1_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,31795.433594
nexp-50-20-4-2_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,11997.112305
nexp-50-20-4-2_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,17638.218750
nexp-50-20-4-2_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,22606.181641
nexp-50-20-4-2_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,34707.195312
nexp-50-20-4-2_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,142241.937500
neos17_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,2934.193115
neos17_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,4776.257324
neos17_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,7268.148926
neos17_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,13720.412109
neos17_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,66801.953125
mtest4ma_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,34372.562500
mtest4ma_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,35048.062500
mtest4ma_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,35423.074219
mtest4ma_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,38160.691406
mtest4ma_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,44009.925781
nh97_tension_SCIP_bfs_percNO_0.050000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,8727.258789
nh97_tension_SCIP_bfs_percNO_0.050000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,12612.613281
nh97_tension_SCIP_bfs_percNO_0.050000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,15611.887695
nh97_tension_SCIP_bfs_percNO_0.050000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,20241.582031
nh97_tension_SCIP_bfs_percNO_0.050000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,67485.484375
