Problem,NumSols,Time(ms)
exp-1-500-5-5_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,13014.210938
exp-1-500-5-5_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,15904.997070
exp-1-500-5-5_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,18461.628906
exp-1-500-5-5_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,30144.814453
exp-1-500-5-5_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,164641.265625
sp150x300d_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,160754.343750
sp150x300d_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,179810.781250
sp150x300d_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,179770.953125
sp150x300d_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,178270.437500
sp150x300d_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,182751.125000
bppc8-02_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,261.738281
bppc8-02_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,586.349365
bppc8-02_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,760.555725
bppc8-02_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1053.208984
bppc8-02_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,3027.032959
neos-1425699_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,143.794678
neos-1425699_SCIP_bfs_percNO_0.080000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,285.925903
neos-1425699_SCIP_bfs_percNO_0.080000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,429.240570
neos-1425699_SCIP_bfs_percNO_0.080000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,974.362122
neos-1425699_SCIP_bfs_percNO_0.080000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,3211.038574
23588_SCIP_bfs_percNO_0.080000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,7834.996582
