Problem,NumSols,Time(ms)
exp-1-500-5-5_SCIP_bfs_percNO_0.100000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,13668.185547
exp-1-500-5-5_SCIP_bfs_percNO_0.100000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,15880.903320
exp-1-500-5-5_SCIP_bfs_percNO_0.100000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,18098.517578
exp-1-500-5-5_SCIP_bfs_percNO_0.100000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,26909.964844
exp-1-500-5-5_SCIP_bfs_percNO_0.100000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,191345.328125
sp150x300d_SCIP_bfs_percNO_0.100000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,245798.031250
sp150x300d_SCIP_bfs_percNO_0.100000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,246003.718750
sp150x300d_SCIP_bfs_percNO_0.100000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,246399.843750
sp150x300d_SCIP_bfs_percNO_0.100000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,247502.718750
sp150x300d_SCIP_bfs_percNO_0.100000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,246881.812500
bppc8-02_SCIP_bfs_percNO_0.100000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,301.698517
bppc8-02_SCIP_bfs_percNO_0.100000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,598.480957
bppc8-02_SCIP_bfs_percNO_0.100000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,912.917480
bppc8-02_SCIP_bfs_percNO_0.100000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1333.737427
bppc8-02_SCIP_bfs_percNO_0.100000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,3051.590332
neos-1425699_SCIP_bfs_percNO_0.100000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,121.275284
neos-1425699_SCIP_bfs_percNO_0.100000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,293.462585
