Problem,NumSols,Time(ms)
exp-1-500-5-5_SCIP_bfs_percNO_0.090000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,14135.793945
exp-1-500-5-5_SCIP_bfs_percNO_0.090000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,16428.435547
exp-1-500-5-5_SCIP_bfs_percNO_0.090000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,18430.240234
exp-1-500-5-5_SCIP_bfs_percNO_0.090000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,28837.085938
exp-1-500-5-5_SCIP_bfs_percNO_0.090000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,142302.796875
sp150x300d_SCIP_bfs_percNO_0.090000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,245640.828125
sp150x300d_SCIP_bfs_percNO_0.090000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,246177.875000
sp150x300d_SCIP_bfs_percNO_0.090000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,246020.671875
sp150x300d_SCIP_bfs_percNO_0.090000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,245710.265625
sp150x300d_SCIP_bfs_percNO_0.090000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,246794.312500
bppc8-02_SCIP_bfs_percNO_0.090000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,386.314301
bppc8-02_SCIP_bfs_percNO_0.090000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,464.475647
bppc8-02_SCIP_bfs_percNO_0.090000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,731.574402
bppc8-02_SCIP_bfs_percNO_0.090000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1040.084595
bppc8-02_SCIP_bfs_percNO_0.090000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,2818.647461
neos-1425699_SCIP_bfs_percNO_0.090000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,144.487930
neos-1425699_SCIP_bfs_percNO_0.090000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,328.713226
neos-1425699_SCIP_bfs_percNO_0.090000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,612.329163
neos-1425699_SCIP_bfs_percNO_0.090000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1247.686523
neos-1425699_SCIP_bfs_percNO_0.090000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,3566.703613
23588_SCIP_bfs_percNO_0.090000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,7638.674805
23588_SCIP_bfs_percNO_0.090000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,16603.951172
23588_SCIP_bfs_percNO_0.090000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,20638.162109
23588_SCIP_bfs_percNO_0.090000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,23457.580078
23588_SCIP_bfs_percNO_0.090000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,52311.117188
