Problem,NumSols,Time(ms)
exp-1-500-5-5_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,12710.191406
exp-1-500-5-5_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,15499.768555
exp-1-500-5-5_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,20782.310547
exp-1-500-5-5_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,37070.167969
exp-1-500-5-5_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,218937.656250
sp150x300d_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,404424.312500
sp150x300d_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,402894.531250
sp150x300d_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,403048.375000
sp150x300d_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,403111.125000
sp150x300d_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,408201.968750
bppc8-02_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,378.484375
bppc8-02_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,744.742249
bppc8-02_SCIP_bfs_percNO_0.060000_reqNS_100_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,100,808.383545
bppc8-02_SCIP_bfs_percNO_0.060000_reqNS_200_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,200,1281.996094
bppc8-02_SCIP_bfs_percNO_0.060000_reqNS_1000_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,1000,3624.899658
neos-1425699_SCIP_bfs_percNO_0.060000_reqNS_10_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,10,137.938339
neos-1425699_SCIP_bfs_percNO_0.060000_reqNS_50_alpha_0.000000_beta_0.000000_solCut_0.000000_depthCut_0.000000.csv,50,528.247620
